Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2000-01-03,1.9377936124801636,1.9473268222230327,1.8570787146891492,1.8812295558860535,35678775
2000-01-04,1.9168198108673096,1.944784012156248,1.8183093649536413,1.9079222380392522,27698564
2000-01-05,1.9899085760116577,2.070623461429975,1.8380120134565563,1.8380120134565563,68399389
2000-01-06,2.138627529144287,2.1494320063206085,2.0204152093376826,2.0204152093376826,45604218
2000-01-07,2.1856579780578613,2.275270652109714,2.113840884829288,2.2040889765410236,64862245
2000-01-10,2.3165817260742188,2.350266210277363,2.211080564782914,2.211080564782914,82679734
2000-01-11,2.131636142730713,2.2879814813424204,2.131636142730713,2.2752705378851794,30385036
2000-01-12,2.101130247116089,2.186293930426431,2.0229574545327083,2.097316661059993,41637507
2000-01-13,2.023592948913574,2.1608719044473,1.9835532085687,2.1341789601255647,28226963
2000-01-14,2.0172367095947266,2.057912068176743,1.9829170377222247,2.0464719616444764,27459807
2000-01-17,2.120196580886841,2.1786671026297433,2.073165953220079,2.0966811590993775,59244274
2000-01-18,2.196462631225586,2.237138005077658,2.075072575167736,2.1214677885251434,62638289
2000-01-19,2.1970980167388916,2.2625596422642387,2.173582595875321,2.249848697325295,46612607
2000-01-20,2.0731661319732666,2.275271088683144,2.0426596012011062,2.173582868684125,147077200
2000-01-21,2.064267873764038,2.0941389831341177,2.022321668921281,2.0680814595335932,49780760
2000-01-24,1.9212688207626343,2.0833342099450594,1.9066511929235652,2.0833342099450594,43574830
2000-01-25,1.8869491815567017,1.957495219859746,1.8685181840395875,1.9066512302351024,53971979
2000-01-26,1.8869491815567017,1.8869491815567017,1.8869491815567017,1.8869491815567017,0
2000-01-27,1.8850430250167847,1.9511402872499408,1.874874182225812,1.9244469129925135,26117052
2000-01-28,1.8367410898208618,1.9193624499096564,1.820852192339502,1.8812293982258184,35562060
2000-01-31,1.7712793350219727,1.830385492509919,1.761746017648832,1.8189458139335906,22607247
2000-02-01,1.7858967781066895,1.813861091936059,1.7617457258224725,1.768101413623886,31135985
2000-02-02,1.792887568473816,1.8462737669233256,1.779541099826985,1.8265719346888218,24517675
2000-02-03,1.779541015625,1.858349204466569,1.7738210699172752,1.803692065430594,58332652
2000-02-04,1.7808122634887695,1.8049630985911131,1.7668300533344852,1.8036921554151835,29466753
2000-02-07,1.766830325126648,1.790345638281365,1.757297008368946,1.779541378152224,16559674
2000-02-08,1.7935233116149902,1.8240298341334669,1.7553902664209566,1.7604746868407026,47686611
2000-02-09,1.8354698419570923,1.909829261139833,1.8189457424913134,1.8481807873499208,50720220
2000-02-10,1.8030563592910767,1.84945166730265,1.7935232601969633,1.84945166730265,19483033
2000-02-11,1.7820836305618286,1.8297499995603472,1.7763636835546595,1.8278433145732635,20478990
2000-02-14,1.7115375995635986,1.7858971320404207,1.6784889664423843,1.7668304966737776,18048444
2000-02-15,1.674675464630127,1.7414082470529257,1.6556089399444598,1.6969198333918005,32393140
2000-02-16,1.7204350233078003,1.7541191749442568,1.7096307644420121,1.726154969511951,14320383
2000-02-17,1.726790428161621,1.74967032147574,1.7045463843132502,1.728697112926315,13636351
2000-02-18,1.6931061744689941,1.735052586384699,1.6842084932566543,1.7280614817473963,11543128
2000-02-21,1.6924711465835571,1.7636528331200336,1.6778534074858658,1.7032754075477254,20764020
2000-02-22,1.6683200597763062,1.7191640589791861,1.6575157990078146,1.7077242725103277,18055782
2000-02-23,1.636542558670044,1.7286972320649148,1.6270092421436253,1.7223418676374296,12973549
2000-02-24,1.63844895362854,1.6931064238658902,1.592053856203687,1.6689553708173817,13982936
2000-02-25,1.6333645582199097,1.6905642397770317,1.6206535058789855,1.6409911896244642,12145622
2000-02-28,1.6619644165039062,1.674675360198993,1.6155689970189437,1.642262259459201,9731676
2000-02-29,1.532312035560608,1.7267903052300395,1.5291340839069338,1.6905640529583152,27910212
2000-03-01,1.4712997674942017,1.6123918928911543,1.4102869156642375,1.5634545710395615,61787065
2000-03-02,1.4655792713165283,1.5895117401979615,1.437615062895086,1.550743163801769,80792300
2000-03-03,1.3530864715576172,1.429987965708841,1.348637577502883,1.429987965708841,22578892
2000-03-06,1.3073272705078125,1.429988476016324,1.2869896931871403,1.384228900056291,26048319
2000-03-07,1.2348746061325073,1.321944967655076,1.2266123407811593,1.3143184438684252,35483281
2000-03-08,1.1586084365844727,1.2634741482846252,1.1503460645341748,1.2634741482846252,24216224
2000-03-09,1.220892310142517,1.2393232006412895,1.156701848249197,1.1662350563050377,24864616
2000-03-10,1.1681416034698486,1.2329678052374595,1.1516173981836313,1.2202568614858973,14866166
2000-03-13,1.148439645767212,1.206274525370223,1.1325507503976076,1.1859369508870992,18245737
2000-03-14,1.2405948638916016,1.2405948638916016,1.1344578424380423,1.168142006126246,23870191
2000-03-15,1.3403754234313965,1.3403754234313965,1.2838116072704218,1.3340200609791333,25957608
2000-03-16,1.3861355781555176,1.422361944928664,1.278092111463319,1.3727891072028433,58069085
