Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2000-01-03,15.59729290008545,15.59729290008545,14.717349417654534,14.717349417654534,62409578
2000-01-04,16.845947265625,16.845947265625,15.57250833067277,16.012479365646964,132872110
2000-01-05,17.50590705871582,17.840533708450284,15.904038517444839,15.904038517444839,375789847
2000-01-06,18.240219116210938,18.63371591852957,17.908692829700318,17.908692829700318,219621124
2000-01-07,19.49197006225586,19.69956360206658,18.156564068755863,18.280500139857857,278281260
2000-01-10,19.117067337036133,19.749138897521572,18.918771253187312,19.6685816824467,187897934
2000-01-11,17.877714157104492,19.26889218602874,17.589563331806655,19.082988854930818,175675797
2000-01-12,18.6956844329834,18.90017771460326,17.48421447663156,17.908694083718053,169586471
2000-01-13,19.324663162231445,19.60661843782177,18.84441341786866,18.962152310490023,239139851
2000-01-14,19.600418090820312,19.93194610308254,19.179037032386816,19.179037032386816,188507616
2000-01-17,19.132558822631836,20.00940222117474,19.027212743519396,19.721253118507864,150255809
2000-01-18,19.47028350830078,19.764631501278494,18.934262220258677,19.14805134472169,141210936
2000-01-19,19.80491065979004,20.133340050539008,19.594220138465037,20.006305353828974,160790093
2000-01-20,19.38663101196289,20.133342943563953,19.244104904535952,19.82970072670659,216069957
2000-01-21,20.223194122314453,20.350228825488095,19.333956165818904,19.377333384881126,239994540
2000-01-24,20.210798263549805,20.56401483601816,19.95363194234177,20.170518004633077,184344232
2000-01-25,19.82659912109375,20.15812711847796,19.72125468883291,20.142634073116152,136584272
2000-01-26,19.82659912109375,19.82659912109375,19.82659912109375,19.82659912109375,0
2000-01-27,20.756118774414062,20.870757386859278,19.99701246501622,20.38740909700482,210269961
2000-01-28,20.96680450439453,21.18679083407614,20.548522106832383,20.81498425846534,164331247
2000-01-31,20.334735870361328,20.82118442046502,20.235586994780448,20.725134154151043,142723553
2000-02-01,20.700345993041992,20.911036516441403,20.325440772651277,20.498949641780253,149956451
2000-02-02,21.07834815979004,21.496632252553514,20.97920094399743,21.248760074972203,139355731
2000-02-03,21.17129898071289,21.285940892864698,20.845968208755203,21.19298924373393,94831223
2000-02-04,21.326217651367188,21.52451371321724,21.174397410055086,21.31692348040342,99528064
2000-02-07,21.292137145996094,21.654649582503914,20.94821636410911,21.137218277501756,114747088
2000-02-08,21.217777252197266,21.496632209994225,21.13411977171423,21.409876120392568,90057597
2000-02-09,21.713520050048828,21.97688196345236,21.36649900054126,21.626763960051978,160165902
2000-02-10,22.0450439453125,22.543885200129846,21.37269384029068,21.614368773349472,151143675
2000-02-11,22.512901306152344,23.175957255915012,22.31150662727778,22.55628017498112,114214724
2000-02-14,21.818864822387695,22.364181967679336,21.68873151299631,22.246443095010914,71806185
2000-02-15,21.33861541748047,21.961391178862684,21.196089324882355,21.81266786782814,113776526
2000-02-16,21.5740909576416,21.92420896172953,21.261154607979602,21.688731219578365,110304203
2000-02-17,21.970684051513672,22.110111516140915,21.533810004823184,21.546202784789283,107425289
2000-02-18,21.654645919799805,22.181372963020866,21.56479289195659,22.116305493333357,70451511
2000-02-21,21.419172286987305,21.812667512205902,21.171300105970907,21.589584204531086,41234633
2000-02-22,20.718936920166016,21.50282878594777,20.604296653576114,21.44086156637593,100723088
2000-02-23,20.436983108520508,21.360304104552334,20.282064233725357,21.360304104552334,67665446
2000-02-24,20.867660522460938,21.112432450114,20.405999185202358,20.62908415818288,79319185
2000-02-25,20.362621307373047,21.248760641565113,20.207702433683792,21.15580898630357,54786600
2000-02-28,20.641475677490234,20.898642026641923,19.210019234627126,20.13024158830482,70386208
2000-02-29,19.262691497802734,21.245662212709867,18.990033769360934,20.938921440592917,139625441
2000-03-01,19.631397247314453,20.440077824004558,18.528372023252913,19.51985561250054,150769883
2000-03-02,18.079105377197266,19.953631201044164,18.063612333866516,19.7584320969941,175562684
2000-03-03,16.635255813598633,17.728986949149867,16.635255813598633,17.728986949149867,64935300
2000-03-06,15.736722946166992,17.589560382627,15.306047740445333,16.63525666597973,146075956
2000-03-07,15.01479721069336,16.049659717591865,14.872271137573222,15.925723642000497,133888438
2000-03-08,14.435401916503906,15.522936045972871,14.25259719939489,15.299852716167992,101621246
2000-03-09,14.33315372467041,15.0209969925773,13.890084040937783,14.618205919573086,77665531
2000-03-10,13.437716484069824,14.550038369589092,13.298289025749733,14.50046394148777,92389443
2000-03-13,12.591856002807617,14.22160913173926,12.412149941019383,13.626718472911623,150763063
2000-03-14,13.583342552185059,13.601932550818859,12.216951996383303,12.734383280589778,141532996
2000-03-15,14.670875549316406,14.670875549316406,13.385043190146611,13.880785806395686,79982280
2000-03-16,14.553138732910156,15.355622194790595,14.258790737474227,14.84128785503644,147946692
2000-03-17,14.553138732910156,14.553138732910156,14.553138732910156,14.553138732910156,0
2000-03-20,14.553138732910156,14.553138732910156,14.553138732910156,14.553138732910156,0
2000-03-21,14.742141723632812,15.045783913209343,14.103872907097657,14.797911724632588,95762643
2000-03-22,15.082963943481445,15.399000570727141,14.946635067116633,15.182112819106761,69064318
2000-03-23,14.931142807006836,15.231686370419128,14.782419502224716,15.197603325691597,60024739
2000-03-24,14.909453392028809,15.055076424604868,14.726648707648799,14.822697307979466,36941526
2000-03-27,16.102333068847656,16.102333068847656,15.05817637055842,15.05817637055842,58001578
2000-03-28,17.39126205444336,17.39126205444336,16.303726566207583,16.303726566207583,98405624
2000-03-29,16.811866760253906,17.964466623953943,16.669340668085844,17.64843165800908,143934962
2000-03-30,18.156564712524414,18.156564712524414,16.006282492671602,16.66933842752733,240432206
2000-03-31,19.609710693359375,19.609710693359375,17.357182535261124,18.40443622384418,275945423
2000-04-03,20.362621307373047,20.67865792840628,19.711959720542225,20.303752698152717,299036394
2000-04-04,18.735965728759766,20.2015052623913,18.735965728759766,20.2015052623913,189486468
2000-04-05,18.729768753051758,19.333954468096042,17.24254072231829,18.801030138653644,352720260
2000-04-06,20.685518264770508,20.704544912146595,19.18872710253946,19.217267920662955,227418526
2000-04-07,22.34086799621582,22.34086799621582,20.917013669005353,20.917013669005353,163657523
2000-04-10,23.1209774017334,24.10086770893955,22.800688951576177,23.46029250274414,309647520
2000-04-11,22.436006546020508,22.768978871812447,21.97618705522052,22.705554442248893,136676715
2000-04-12,21.433914184570312,22.832399158186064,21.20876239671543,22.642129278142438,241770257
2000-04-13,19.721485137939453,20.99946403895369,19.721485137939453,20.99946403895369,3153974
2000-04-14,19.721485137939453,19.721485137939453,19.721485137939453,19.721485137939453,0
2000-04-17,18.92552375793457,19.07774035261328,18.145415827854972,18.145415827854972,223113571
2000-04-18,19.030168533325195,19.591463921567485,18.646455743422038,18.843068376459122,122899571
2000-04-19,19.968835830688477,20.552331054610615,19.22361323568737,19.515360847648438,228183965
2000-04-20,21.42123031616211,21.56710411674251,19.61366476165642,19.851502111707315,271517327
2000-04-21,21.42123031616211,21.42123031616211,21.42123031616211,21.42123031616211,0
2000-04-24,21.370494842529297,22.87045777496709,20.485739421294717,21.944475964169364,246733265
2000-04-25,21.059715270996094,21.532218537150168,19.765879527906183,20.44133821765964,221403241
2000-04-26,22.70238494873047,22.746781033350995,21.56393523259382,21.56393523259382,238053151
2000-04-27,21.92227554321289,23.212940079153366,21.456113297321888,22.883139163133578,413796521
2000-04-28,21.88422203063965,22.318672059349687,21.582960245681218,22.03960831501653,188028343
2000-05-01,21.88422203063965,21.88422203063965,21.88422203063965,21.88422203063965,0
2000-05-02,20.87578773498535,22.493083356984855,20.62843791542784,22.07131892167511,230017702
2000-05-03,20.802854537963867,21.173880150151184,19.610494626698003,20.73943011114353,192704191
2000-05-04,21.3863468170166,21.7510313202203,20.99312318696474,20.99312318696474,158631859
2000-05-05,21.269012451171875,21.662237749726692,20.809193037444675,21.468796490807794,156073814
2000-05-08,20.54916000366211,21.37366399073766,20.44134118978735,20.99312421027786,82504670
2000-05-09,20.825050354003906,21.047032435918805,20.193987708695058,20.39060036141629,85940035
2000-05-10,20.628440856933594,21.240475253384496,20.504765082459915,20.929700968810234,93165917
2000-05-11,20.08934211730957,20.552331277369568,19.914927487552177,20.552331277369568,90033846
2000-05-12,20.035430908203125,20.454023966716935,19.87053045841415,20.2700968677444,57913070
2000-05-15,20.263757705688477,20.593558664167865,19.439253615370824,19.791254311667863,81188494
2000-05-16,20.13056755065918,20.415972394905566,19.978350956080163,20.295468014393602,43882418
2000-05-17,20.2225284576416,20.82822167164038,20.057628015518354,20.35254529945089,109270328
2000-05-18,19.66757583618164,20.279610190838063,19.477305948174962,20.168619987540488,75382294
2000-05-19,20.016403198242188,20.235212193435558,19.486818275005238,19.534384048383924,111574963
2000-05-22,19.816619873046875,20.098853297846038,19.597809175829443,19.85150178027523,43662227
2000-05-23,19.962493896484375,20.04177188332654,19.566097185798043,19.807105925094998,58389850
2000-05-24,19.835649490356445,20.16228073687462,19.66123484575659,19.89273113960559,56605367
2000-05-25,19.838815689086914,20.155932679694253,19.73099520075058,19.80710348179058,36653287
2000-05-26,20.0703125,20.168618829039183,19.724656347231473,19.96566508407873,49082689
2000-05-29,21.529048919677734,22.0364358263377,20.16861895149067,20.200331162569064,165326988
2000-05-30,21.804943084716797,21.93495994219511,21.380007213644873,21.611501799772903,79692753
2000-05-31,21.81128692626953,22.629448188560506,21.697123628931,22.261592251387768,118366163
2000-06-01,21.51319122314453,21.938127010490966,21.319749976314544,21.697118299493564,75363108
2000-06-02,21.40220069885254,21.94446944294115,21.189731114428778,21.754199589287698,81875438
2000-06-05,21.51319122314453,22.31549702778866,21.33560523299746,21.418056294809695,151857297
2000-06-06,21.487823486328125,21.74468916833355,21.316580263030776,21.437084628009,54887782
2000-06-07,21.433914184570312,21.842994765487884,21.326095376467737,21.557589945422446,52545769
2000-06-08,21.617843627929688,21.88105041618228,21.452943173206023,21.557590593906635,64426688
2000-06-09,21.640037536621094,22.369406422217203,21.50367792962128,21.6844336089411,172161391
